name,year,budget,gross,adjusted_budget,adjusted_gross
Mr. Magoo,1997,30000000,21382456,48375888,34479843
Mr. Nice Guy,1997,0,12674183,0,20437495
"Truth or Consequences, N.M.",1997,0,54154,0,87325
A Thousand Acres,1997,0,7928412,0,12784799
The Saint,1997,68000000,61355436,109652012,98937456
Lolita,1997,62000000,1400000,99976835,2257541
Ulee's Gold,1997,2700000,9054736,4353830,14601030
Mousehunt,1997,38000000,61917389,61276125,99843622
Turbo: A Power Rangers Movie,1997,8000000,8109349,12900237,13076565
Welcome to Sarajevo,1997,9000000,339648,14512766,547692
Live Flesh,1997,0,1535558,0,2476133
Henry Fool,1997,0,1338335,0,2158105
Ma Vie en Rose,1997,0,2280573,0,3677491
Excess Baggage,1997,20000000,14327206,32250592,23103044
Por el lado oscuro del camino,1997,15000000,3796699,24187944,6122290
Mortal Kombat: Annihilation,1997,30000000,35927406,48375888,57934005
Tomorrow Never Dies,1997,110000000,125332007,177378255,202101570
Life Is Beautiful,1997,20000000,57598247,32250592,92878878
Red Corner,1997,48000000,22415440,77401421,36145560
Amistad,1997,36000000,44175394,58051065,71234130
Most Wanted,1997,25000000,6320276,40313240,10191632
Free Willy 3: The Rescue,1997,0,3519178,0,5674779
Money Talks,1997,25000000,41067398,40313240,66222395
Mad City,1997,50000000,10556196,80626480,17022178
Event Horizon,1997,60000000,26673242,96751776,43011392
Amy Foster,1997,0,283081,0,456476
Eve's Bayou,1997,6000000,14821531,9675178,23900157
Nightwatch,1997,0,1200000,0,1935036
Plump Fiction,1997,0,71145,0,114723
An Alan Smithee Film: Burn Hollywood Burn,1997,10000000,45779,16125296,73820
As Good as It Gets,1997,50000000,148478011,80626480,239425187
Turbulence,1997,71000000,11466088,114489601,18489406
Two Girls and a Guy,1997,1000000,1950218,1612530,3144784
Playing God,1997,12000000,4052347,19350355,6534529
Liar Liar,1997,45000000,181410615,72563832,292529986
Warriors of Virtue,1997,35000000,6448817,56438536,10398908
Flubber,1997,80000000,92977226,129002368,149928529
A Simple Wish,1997,28000000,8119205,45150829,13092458
A Life Less Ordinary,1997,12000000,4266243,19350355,6879443
Gang Related,1997,0,5790448,0,9337269
Gummo,1997,1300000,19820,2096288,31960
Orgazmo,1997,1000000,582024,1612530,938531
Mrs Dalloway,1997,0,3263672,0,5262768
A Smile Like Yours,1997,18000000,3247524,29025533,5236729
Dulce porvenir,1997,0,3252652,0,5244998
Oscar and Lucinda,1997,0,1508689,0,2432806
McHale's Navy,1997,31190000,4529843,50294798,7304506
Gridlock'd,1997,0,5479037,0,8835109
Gattaca,1997,36000000,12339633,58051065,19898023
B*A*P*S,1997,0,7240837,0,11676064
Romy and Michele's High School Reunion,1997,0,29205077,0,47094051
The Wings of the Dove,1997,0,13718385,0,22121302
Fierce Creatures,1997,25000000,9381260,40313240,15127559
Out to Sea,1997,0,27974168,0,45109174
Paradise Road,1997,16000000,1921471,25800474,3098429
Rosewood,1997,25000000,13104494,40313240,21131384
Vegas Vacation,1997,25000000,36429528,40313240,58743692
Affliction,1997,6000000,6302154,9675178,10162410
Grosse Pointe Blank,1997,15000000,28014536,24187944,45174268
Murder at 1600,1997,0,25826788,0,41646460
Fire Down Below,1997,60000000,16228448,96751776,26168853
Firelight,1997,0,784419,0,1264899
The Relic,1997,40000000,33956608,64501184,54756035
Mrs Brown,1997,0,9217930,0,14864185
My Best Friend's Wedding,1997,46000000,127120029,74176361,204984809
One Night Stand,1997,24000000,2618335,38700710,4222143
Fathers' Day,1997,85000000,28659604,137065016,46214460
Perfect Blue,1997,0,112536,0,181468
Anastasia,1997,50000000,58406347,80626480,94181963
Metro,1997,55000000,31987563,88689128,51580892
Air Force One,1997,85000000,172956409,137065016,278897328
Trial and Error,1997,0,13548764,0,21847783
Men in Black,1997,90000000,250690539,145127664,404245913
George of the Jungle,1997,55000000,105263257,88689128,169740117
One Eight Seven,1997,20000000,5716080,32250592,9217348
Open Your Eyes,1997,0,368234,0,593788
Wag the Dog,1997,15000000,43022524,24187944,69375093
Air Bud,1997,3000000,24629916,4837589,39716468
Prefontaine,1997,8000000,532190,12900237,858172
The Spanish Prisoner,1997,10000000,10200000,16125296,16447802
Love Jones,1997,10000000,12514138,16125296,20179418
RocketMan,1997,0,15448043,0,24910427
Trojan War,1997,15000000,309,24187944,498
Sleepers,1996,44000000,49100000,72579248,80991843
That Thing You Do!,1996,26000000,25809813,42887737,42574019
Bound,1996,4500000,3798532,7422878,6265786
Bordello of Blood,1996,13000000,5587855,21443869,9217325
A Very Brady Sequel,1996,15000000,21397954,24742925,35296532
Happy Gilmore,1996,12000000,38624000,19794340,63711383
Bogus,1996,30000000,4357000,49485851,7186995
Eraser,1996,100000000,101295562,164952836,167089902
Hard Eight,1996,3000000,222559,4948585,367117
Escape from L.A.,1996,50000000,25477365,82476418,42025636
The Arrival,1996,25000000,14048372,41238209,23173188
Trainspotting,1996,3500000,16501785,5773349,27220162
Everyone Says I Love You,1996,20000000,9714482,32990567,16024314
Jingle All the Way,1996,60000000,60573641,98971702,99917939
Sling Blade,1996,890000,24475416,1468080,40372893
Joe's Apartment,1996,13000000,4611624,21443869,7607005
The Stupids,1996,25000000,2415593,41238209,3984589
Jerry Maguire,1996,50000000,153952592,82476418,253949167
The Associate,1996,0,12772657,0,21068860
Primal Fear,1996,30000000,56116183,49485851,92565235
Bottle Rocket,1996,7000000,560069,11546699,923850
The Hunchback of Notre Dame,1996,100000000,100138851,164952836,165181875
The Adventures of Pinocchio,1996,25000000,15094530,41238209,24898855
From Dusk Till Dawn,1996,19000000,25753840,31341039,42481690
My Fellow Americans,1996,21500000,22294341,35464860,36775148
The Nutty Professor,1996,54000000,128814019,89074532,212482378
The Substitute,1996,0,14752141,0,24334075
Trees Lounge,1996,1300000,695229,2144387,1146800
Mad Dog Time,1996,8000000,80026,13196227,132005
The Sunchaser,1996,0,23107,0,38116
Kazaam,1996,20000000,18876581,32990567,31137456
Mystery Science Theater 3000: The Movie,1996,0,1007306,0,1661580
Diabolique,1996,0,17000000,0,28041982
Harriet the Spy,1996,13000000,26539321,21443869,43777363
Curdled,1996,2309723,49620,3809954,81850
Head Above Water,1996,0,32212,0,53135
Fled,1996,25000000,17100000,41238209,28206935
Striptease,1996,40000000,33109743,65981134,54615460
SubUrbia,1996,0,726207,0,1197899
One Fine Day,1996,0,46151454,0,76128132
Spy Hard,1996,18000000,26906039,29691511,44382274
Flipper,1996,25530000,20047715,42112459,33069274
Heaven's Prisoners,1996,25000000,5005000,41238209,8255889
Fargo,1996,7000000,24611975,11546699,40598151
A Thin Line Between Love and Hate,1996,8000000,34746109,13196227,57314692
Flirting with Disaster,1996,7000000,14891000,11546699,24563127
Black Mask,1996,0,12491455,0,20605009
Fly Away Home,1996,0,24506082,0,40423477
Fear,1996,0,20754000,0,34234312
D3: The Mighty Ducks,1996,0,22936273,0,37834033
Thinner,1996,8500000,15171475,14020991,25025778
Love Is All There Is,1996,0,32925,0,54311
Feeling Minnesota,1996,0,3102672,0,5117945
Female Perversions,1996,0,883973,0,1458139
Bio-Dome,1996,15000000,26757000,24742925,44136430
The Long Kiss Goodnight,1996,65000000,33328051,107219344,54975565
Daylight,1996,80000000,33023469,131962269,54473149
Kids in the Hall: Brain Candy,1996,0,2653000,0,4376199
A Summer's Tale,1996,0,196927,0,324837
Waiting for Guffman,1996,4000000,2923982,6598113,4823191
First Kid,1996,0,26459681,0,43645994
Kama Sutra: A Tale of Love,1996,3000000,4109095,4948585,6778069
First Contact,1996,45000000,92001027,74228776,151758303
Kansas City,1996,19000000,1353824,31341039,2233171
Stealing Beauty,1996,10000000,4573330,16495284,7543838
Surviving Picasso,1996,16000000,2002000,26392454,3302356
Phat Beach,1996,0,1263945,0,2084913
Phenomenon,1996,32000000,104636382,52784908,172600680
Bloodsport 2,1996,0,684351,0,1128856
Evita,1996,55000000,50047179,90724060,82554241
Freeway,1996,3000000,295493,4948585,487424
Executive Decision,1996,55000000,56569216,90724060,93312526
The Trigger Effect,1996,8000000,3594848,13196227,5929804
House Arrest,1996,0,6970578,0,11498166
I Shot Andy Warhol,1996,0,1814290,0,2992723
Night Falls on Manhattan,1996,0,9881286,0,16299462
Extreme Measures,1996,38000000,17305211,62682078,28545436
Police Story 4: First Strike,1996,0,15318863,0,25268899
Courage Under Fire,1996,46000000,59031057,75878305,97373403
Solo,1996,19000000,4932915,31341039,8136983
The Mirror Has Two Faces,1996,42000000,41252428,69280191,68047050
Some Mother's Son,1996,0,608032,0,1002966
Jude,1996,7000000,405144,11546699,668297
The Island of Dr. Moreau,1996,40000000,27663982,65981134,45632523
A Time to Kill,1996,40000000,108766007,65981134,179412613
Crash: Extra�os placeres,1996,9000000,2038450,14845755,3362481
To Gillian on Her 37th Birthday,1996,0,4137645,0,6825163
Box of Moon Light,1996,0,720717,0,1188843
Foxfire,1996,0,258263,0,426012
Blood and Wine,1996,22000000,1075288,36289624,1773718
Eye for an Eye,1996,20000000,26792700,32990567,44195319
The Juror,1996,44000000,22754725,72579248,37534564
Tin Cup,1996,45000000,53854588,74228776,88834670
Kissed,1996,0,465417,0,767719
The Van,1996,0,621093,0,1024511
Space Jam,1996,80000000,90463534,131962269,149222165
Lone Star,1996,5000000,13269963,8247642,21889180
Kingpin,1996,27000000,24944213,44537266,41146187
Swingers,1996,200000,4505922,329906,7432646
Garras,1996,55000000,38619405,90724060,63703804
Big Night,1996,4100000,11881039,6763066,19598111
Muppet Treasure Island,1996,0,33609000,0,55438999
All Dogs Go to Heaven 2,1996,0,8620500,0,14219759
Twister,1996,92000000,241721524,151756609,398726510
It's My Party,1996,0,616663,0,1017203
Albino Alligator,1996,5000000,326308,8247642,538254
Alaska,1996,23000000,11567023,37939152,19080133
Last Man Standing,1996,67000000,17600000,110518400,29031699
Broken Arrow,1996,50000000,70770147,82476418,116737365
Jack,1996,45000000,58620973,74228776,96696958
The Great White Hype,1996,0,7874000,0,12988386
The Chamber,1996,50000000,14551359,82476418,24002879
Girl 6,1996,12000000,4903000,19794340,8087638
Beavis and Butt-Head Do America,1996,12000000,63071133,19794340,104037623
Bad Moon,1996,7000000,1055525,11546699,1741118
Set It Off,1996,9000000,36049108,14845755,59464026
Ghosts of Mississippi,1996,36000000,13052741,59383021,21530866
Carried Away,1996,0,290978,0,479976
Santa with Muscles,1996,0,220198,0,363223
Carpool,1996,17000000,3308758,28041982,5457890
DragonHeart,1996,57000000,51367375,94023117,84731942
The Quest,1996,30000000,21600000,49485851,35629813
101 Dalmatians,1996,75000000,136189294,123714627,224648103
Beautiful Thing,1996,0,1500000,0,2474293
High School High,1996,0,20951277,0,34559726
Twelfth Night or What You Will,1996,5000000,551545,8247642,909789
The Cable Guy,1996,47000000,60240295,77527833,99368075
The Rock,1996,75000000,134069511,123714627,221151461
The Phantom,1996,45000000,17300889,74228776,28538307
Lawnmower Man 2: Beyond Cyberspace,1996,15000000,2409225,24742925,3974085
Barb Wire,1996,0,3794000,0,6258311
Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,3800000,20109115,6268208,33170556
Moll Flanders,1996,0,3363968,0,5548961
The Craft,1996,15000000,24881000,24742925,41041915
Chain Reaction,1996,50000000,20550712,82476418,33898982
Larger Than Life,1996,30000000,8289972,49485851,13674544
Ridicule,1996,0,2503829,0,4130137
Manny & Lo,1996,500000,502313,824764,828580
The Glimmer Man,1996,45000000,20100000,74228776,33155520
Down Periscope,1996,31000000,25785603,51135379,42534083
The Crucible,1996,25000000,7340103,41238209,12107708
Scream,1996,14000000,103046663,23093397,169978393
The Crow: City of Angels,1996,13000000,17883659,21443869,29499603
Beautiful Girls,1996,0,10597759,0,17481304
In Love and War,1996,0,14481231,0,23887201
Celtic Pride,1996,0,9255027,0,15266430
Eddie,1996,30000000,31356117,49485851,51722804
Michael Collins,1996,28000000,11092559,46186794,18297491
Caught,1996,0,315752,0,520842
Ed,1996,24000000,6288000,39588681,10372234
The Portrait of a Lady,1996,0,3692836,0,6091438
Mission: Impossible,1996,80000000,180981856,131962269,298534704
Michael,1996,0,95318203,0,157230079
2 Days in the Valley,1996,0,11114000,0,18332858
Two Much,1996,24000000,592871,39588681,977958
Last Dance,1996,0,5858000,0,9662937
Two If by Sea,1996,0,10700000,0,17649953
Secrets & Lies,1996,4500000,13417292,7422878,22132204
The Secret Agent,1996,7000000,106606,11546699,175850
Boys,1996,0,516350,0,851734
The Funeral,1996,12500000,1227324,20619105,2024506
Dunston Checks In,1996,0,9871065,0,16282602
Sgt. Bilko,1996,39000000,30356793,64331606,50074391
Ransom,1996,80000000,136492681,131962269,225148549
If Lucy Fell,1996,5000000,4635344,8247642,7646131
Homeward Bound II: Lost in San Francisco,1996,0,49142277,0,81061580
The Evening Star,1996,0,12767815,0,21060873
White Squall,1996,38000000,10300000,62682078,16990142
Claroscuro,1996,5500000,35811509,9072406,59072100
Mr. Toad's Wild Ride,1996,0,72844,0,120158
She's the One,1996,3500000,9449219,5773349,15586755
The Birdcage,1996,31000000,124060553,51135379,204641401
Mr. Wrong,1996,0,12350030,0,20371725
Shiloh,1996,0,1002175,0,1653116
Brassed Off,1996,0,2560471,0,4223570
The Pallbearer,1996,8000000,5612586,13196227,9258120
Independence Day,1996,75000000,306169255,123714627,505034870
Basquiat,1996,3300000,2961991,5443444,4885888
Before and After,1996,35000000,8797839,57733493,14512285
The Rich Man's Wife,1996,0,8538318,0,14084198
Race the Sun,1996,0,1945552,0,3209243
Mrs. Winterbourne,1996,25000000,10070000,41238209,16610751
Maximum Risk,1996,25000000,14502483,41238209,23922257
The First Wives Club,1996,26000000,105489203,42887737,174007432
Muertos de miedo,1996,30000000,16759216,49485851,27644802
Mulholland Falls,1996,29000000,11500000,47836322,18969576
The Spitfire Grill,1996,6000000,12643776,9897170,20856267
The Fan,1996,55000000,18573791,90724060,30637995
Multiplicity,1996,45000000,20100000,74228776,33155520
Matilda,1996,36000000,33084249,59383021,54573407
The People vs. Larry Flynt,1996,36000000,20191312,59383021,33306142
The Preacher's Wife,1996,40000000,48102795,65981134,79346925
James and the Giant Peach,1996,38000000,28934758,62682078,47728704
Citizen Ruth,1996,3000000,153155,4948585,252634
Shall We Dance?,1996,0,9676677,0,15961953
City Hall,1996,40000000,20200000,65981134,33320473
Romeo + Juliet,1996,14500000,46351345,23918161,76457858
Hellraiser: Bloodline,1996,4000000,16675000,6598113,27505885
Mother Night,1996,6000000,392362,9897170,647212
Marvin's Room,1996,23000000,12782508,37939152,21085109
The English Patient,1996,27000000,78651430,44537266,129737764
Emma,1996,6000000,22201883,9897170,36622636
Mary Reilly,1996,47000000,5600000,77527833,9237359
Bed of Roses,1996,0,19030691,0,31391665
Mars Attacks!,1996,70000000,37771017,115466985,62304364
Outbreak,1995,50000000,67823573,84911745,115180359
The Doom Generation,1995,0,259319,0,440385
Othello,1995,11000000,2112951,18680584,3588287
Bushwhacked,1995,0,7919823,0,13449720
Jury Duty,1995,0,17014653,0,28894878
Under Siege 2: Dark Territory,1995,60000000,50024083,101894094,84952644
Now and Then,1995,0,27400000,0,46531636
Dangerous Minds,1995,23000000,84919401,39059403,144213091
Operation Dumbo Drop,1995,0,24700000,0,41946402
Adi�s a Las Vegas,1995,3600000,31968347,6113646,54289763
Grumpier Old Men,1995,25000000,69870000,42455873,118655673
The Fantasticks,1995,10000000,44757,16982349,76008
Waiting to Exhale,1995,16000000,67052156,27171759,113870312
Things to Do in Denver When You're Dead,1995,7000000,529766,11887644,899667
Jumanji,1995,50000000,100475249,84911745,170630575
Three Wishes,1995,0,7025496,0,11930943
Unstrung Heroes,1995,0,7929241,0,13465714
The Flower of My Secret,1995,0,1162000,0,1973349
Candyman: Farewell to the Flesh,1995,0,13940383,0,23674045
The Englishman Who Went Up a Hill But Came Down a Mountain,1995,0,10904930,0,18519133
Casper,1995,50000000,100328194,84911745,170380841
Cutthroat Island,1995,98000000,10017322,166427021,17011766
Ace Ventura: When Nature Calls,1995,30000000,108385533,50947047,184064096
First Knight,1995,55000000,37600435,93402920,63854371
Bye Bye Love,1995,0,12100000,0,20548642
Gordy,1995,0,3992809,0,6780728
Flirt,1995,0,76875,0,130552
Canadian Bacon,1995,11000000,178104,18680584,302462
Strange Days,1995,42000000,7919000,71325866,13448322
Miami Rhapsody,1995,0,5221281,0,8866962
The Day of the Beast,1995,0,15324,0,26024
Carrington,1995,0,3242342,0,5506258
C�rculo de amigos,1995,0,23397365,0,39734222
The Last Supper,1995,0,442965,0,752259
Angus,1995,0,4821759,0,8188479
Stuart Saves His Family,1995,0,911310,0,1547618
Fluke,1995,15000000,3987649,25473524,6771965
Angels and Insects,1995,0,5304000,0,9007438
Billy Madison,1995,10000000,25588750,16982349,43455709
Casino,1995,52000000,42438300,88308215,72070203
Hackers,1995,20000000,7564000,33964698,12845449
Just Cause,1995,0,36853222,0,62585428
Tales from the Hood,1995,6000000,11797927,10189409,20035651
Mighty Aphrodite,1995,15000000,6700000,25473524,11378174
Toy Story,1995,30000000,191796233,50947047,325715058
Get Shorty,1995,30250000,72077000,51371606,122403677
